"stationID","datetimeUTC","voltage_V","h2Temp_C","stage_ft","LSU","telem_source","basinPair"
"SN","2022-03-10 00:05:00",13.2,1.8,0.1,3,"GOES","Springdale"
"BN","2022-03-10 00:05:00",14.3,-1.3,0.03,7,"GOES","Blue Grouse"
"BS","2022-03-10 00:05:00",12.8,-3.3,0.02,100,"GOES","Blue Grouse"
"TW","2022-03-10 00:05:00",12.6,-4.8,0.19,1,"GOES","Tripps Knob"
"FE","2022-03-10 00:05:00",12.4,-5.4,0.27,2,"GOES","Fish Creek"
"CW","2022-03-10 00:05:00",12.5,-7.3,-0.12,100,"GOES","Coxit"
"CE","2022-03-10 00:05:00",12.6,-4.8,1.31,4,"GOES","Coxit"
"SS","2022-03-10 12:05:00",12.6,-7.5,0.05,1,"GOES","Springdale"
"SN","2022-03-10 12:05:00",12.9,-10.1,0.09,3,"GOES","Springdale"
"BN","2022-03-10 12:05:00",12.9,-11.5,0.04,7,"GOES","Blue Grouse"
"BS","2022-03-10 12:05:00",12.8,-9.3,0.02,100,"GOES","Blue Grouse"
"TW","2022-03-10 12:05:00",12.6,-9.5,0.19,1,"GOES","Tripps Knob"
"FE","2022-03-10 12:05:00",12.4,-9.3,0.26,2,"GOES","Fish Creek"
"CW","2022-03-10 12:05:00",12.4,-12,0.25,100,"GOES","Coxit"
"CE","2022-03-10 12:05:00",12.4,-13.1,-0.29,4,"GOES","Coxit"
"SS","2022-03-11 00:05:00",12.8,4.9,0.04,1,"GOES","Springdale"
"SN","2022-03-11 00:05:00",13.2,4,0.09,3,"GOES","Springdale"
"BN","2022-03-11 00:05:00",14.1,2.7,0.03,7,"GOES","Blue Grouse"
"BS","2022-03-11 00:05:00",12.9,-0.7,0.02,100,"GOES","Blue Grouse"
"TW","2022-03-11 00:05:00",12.7,-2.9,0.18,1,"GOES","Tripps Knob"
"FE","2022-03-11 00:05:00",12.4,-3.2,0.24,2,"GOES","Fish Creek"
"CW","2022-03-11 00:05:00",12.5,-2.9,0.26,100,"GOES","Coxit"
"CE","2022-03-11 00:05:00",12.6,-2.1,-0.25,4,"GOES","Coxit"
"SS","2022-03-11 12:05:00",12.6,-3,0.05,1,"GOES","Springdale"
"SN","2022-03-11 12:05:00",12.9,-4.6,0.08,3,"GOES","Springdale"
"BN","2022-03-11 12:05:00",13,-6.6,0.03,7,"GOES","Blue Grouse"
"BS","2022-03-11 12:05:00",12.8,-5,0.02,100,"GOES","Blue Grouse"
"TW","2022-03-11 12:05:00",12.7,-5.5,0.18,1,"GOES","Tripps Knob"
"FE","2022-03-11 12:05:00",12.4,-6.3,0.24,2,"GOES","Fish Creek"
"CW","2022-03-11 12:05:00",12.5,-6.9,0.26,100,"GOES","Coxit"
"CE","2022-03-11 12:05:00",12.5,-7.6,-0.27,4,"GOES","Coxit"
"SS","2022-03-12 00:05:00",12.7,2.8,0.04,1,"GOES","Springdale"
"SN","2022-03-12 00:05:00",13.1,2.5,0.07,3,"GOES","Springdale"
"BN","2022-03-12 00:05:00",13.8,0.8,0.03,7,"GOES","Blue Grouse"
"BS","2022-03-12 00:05:00",12.8,-0.7,0.01,100,"GOES","Blue Grouse"
"TW","2022-03-12 00:05:00",12.7,-1.3,0.17,1,"GOES","Tripps Knob"
"FE","2022-03-12 00:05:00",12.4,-2,0.23,2,"GOES","Fish Creek"
"CW","2022-03-12 00:05:00",12.5,-1,0.25,100,"GOES","Coxit"
"CE","2022-03-12 00:05:00",12.6,0,-0.25,4,"GOES","Coxit"
"SS","2022-03-12 12:05:00",12.6,-0.8,0.04,1,"GOES","Springdale"
"SN","2022-03-12 12:05:00",12.9,-1.5,0.07,3,"GOES","Springdale"
"BN","2022-03-12 12:05:00",13,-2.1,0.03,7,"GOES","Blue Grouse"
"BS","2022-03-12 12:05:00",12.8,-1.2,0.01,100,"GOES","Blue Grouse"
"TW","2022-03-12 12:05:00",12.7,-1.3,0.17,1,"GOES","Tripps Knob"
"FE","2022-03-12 12:05:00",12.4,-2,0.22,2,"GOES","Fish Creek"
"CW","2022-03-12 12:05:00",12.5,-4.7,0.25,100,"GOES","Coxit"
"CE","2022-03-12 12:05:00",12.5,-5.7,-0.26,4,"GOES","Coxit"
"SS","2022-03-13 00:05:00",12.7,10.2,0.04,1,"GOES","Springdale"
"SN","2022-03-13 00:05:00",13.1,10.8,0.07,3,"GOES","Springdale"
"BN","2022-03-13 00:05:00",13.7,3.9,0,7,"GOES","Blue Grouse"
"BS","2022-03-13 00:05:00",12.9,2,0.01,100,"GOES","Blue Grouse"
"TW","2022-03-13 00:05:00",12.7,0.6,0.16,1,"GOES","Tripps Knob"
"FE","2022-03-13 00:05:00",12.4,0.8,0.22,2,"GOES","Fish Creek"
"CW","2022-03-13 00:05:00",12.5,1.5,0.24,100,"GOES","Coxit"
"CE","2022-03-13 00:05:00",12.6,2.6,1.23,4,"GOES","Coxit"
"SS","2022-03-13 12:05:00",12.6,0.1,0.04,1,"GOES","Springdale"
"SN","2022-03-13 12:05:00",12.9,0.1,0.06,3,"GOES","Springdale"
"BN","2022-03-13 12:05:00",13,-0.6,0.01,7,"GOES","Blue Grouse"
"BS","2022-03-13 12:05:00",12.9,0.3,0.01,100,"GOES","Blue Grouse"
"TW","2022-03-13 12:05:00",12.7,-1,0.16,1,"GOES","Tripps Knob"
"FE","2022-03-13 12:05:00",12.4,-0.6,0.21,2,"GOES","Fish Creek"
"CW","2022-03-13 12:05:00",12.5,-2.6,0.25,100,"GOES","Coxit"
"CE","2022-03-13 12:05:00",12.5,-3.4,1.15,4,"GOES","Coxit"
"SS","2022-03-14 00:05:00",12.6,4.5,0.04,1,"GOES","Springdale"
"SN","2022-03-14 00:05:00",13,5.3,0.05,3,"GOES","Springdale"
"BN","2022-03-14 00:05:00",13.6,1.7,0.03,7,"GOES","Blue Grouse"
"BS","2022-03-14 00:05:00",12.8,0.8,0.01,100,"GOES","Blue Grouse"
"TW","2022-03-14 00:05:00",12.7,0.1,0.18,1,"GOES","Tripps Knob"
"FE","2022-03-14 00:05:00",12.4,-0.8,0.22,2,"GOES","Fish Creek"
"CW","2022-03-14 00:05:00",12.5,1.6,0.24,100,"GOES","Coxit"
"CE","2022-03-14 00:05:00",12.6,3.5,1.21,4,"GOES","Coxit"
"SS","2022-03-14 12:05:00",12.6,2.1,0.04,1,"GOES","Springdale"
"SN","2022-03-14 12:05:00",12.9,3.7,0.04,3,"GOES","Springdale"
"BN","2022-03-14 12:05:00",12.9,-0.2,0.02,7,"GOES","Blue Grouse"
"FE","2022-03-14 12:05:00",12.4,-1,0.22,2,"GOES","Fish Creek"
"CW","2022-03-14 12:05:00",12.5,-0.1,0.22,100,"GOES","Coxit"
"CE","2022-03-14 12:05:00",12.5,-0.5,1.03,4,"GOES","Coxit"
"SS","2022-03-15 00:05:00",12.7,7.6,0.04,1,"GOES","Springdale"
"SN","2022-03-15 00:05:00",13,8.5,0.04,3,"GOES","Springdale"
"BN","2022-03-15 00:05:00",13.7,3.1,0.01,7,"GOES","Blue Grouse"
"FE","2022-03-15 00:05:00",12.4,-0.3,0.23,2,"GOES","Fish Creek"
"CW","2022-03-15 00:05:00",12.5,0.4,0.21,100,"GOES","Coxit"
"CE","2022-03-15 00:05:00",12.5,0.2,1.26,4,"GOES","Coxit"
"SS","2022-03-15 12:05:00",12.6,3.5,0.06,1,"GOES","Springdale"
"SN","2022-03-15 12:05:00",12.9,4.6,0.06,3,"GOES","Springdale"
"BN","2022-03-15 12:05:00",13,0.8,0.04,7,"GOES","Blue Grouse"
"TW","2022-03-15 12:05:00",12.7,0.6,0.39,1,"GOES","Tripps Knob"
"FE","2022-03-15 12:05:00",12.4,0.9,0.39,2,"GOES","Fish Creek"
"CW","2022-03-15 12:05:00",12.5,-1,0.21,100,"GOES","Coxit"
"CE","2022-03-15 12:05:00",12.5,-1.9,1.23,4,"GOES","Coxit"
"SS","2022-03-16 00:05:00",12.7,8.1,0.05,1,"GOES","Springdale"
"SN","2022-03-16 00:05:00",13.1,9.6,0.05,3,"GOES","Springdale"
"BN","2022-03-16 00:05:00",14.1,4.8,0.05,7,"GOES","Blue Grouse"
"TW","2022-03-16 00:05:00",12.7,0.8,0.31,1,"GOES","Tripps Knob"
"FE","2022-03-16 00:05:00",12.4,1.3,0.36,2,"GOES","Fish Creek"
"CW","2022-03-16 00:05:00",12.5,0.2,0.22,100,"GOES","Coxit"
"CE","2022-03-16 00:05:00",12.5,1.2,1.23,4,"GOES","Coxit"
"SS","2022-03-16 12:05:00",12.6,0.1,0.05,1,"GOES","Springdale"
"SN","2022-03-16 12:05:00",12.9,0.4,0.04,3,"GOES","Springdale"
"BN","2022-03-16 12:05:00",13,-2.3,0.06,7,"GOES","Blue Grouse"
"TW","2022-03-16 12:05:00",12.7,-0.8,0.29,1,"GOES","Tripps Knob"
"FE","2022-03-16 12:05:00",12.4,-1,0.36,2,"GOES","Fish Creek"
"CW","2022-03-16 12:05:00",12.5,-4.3,0.02,100,"GOES","Coxit"
"CE","2022-03-16 12:05:00",12.5,-5,1.17,4,"GOES","Coxit"
"SS","2022-03-17 00:05:00",12.7,12.9,0.04,1,"GOES","Springdale"
"SN","2022-03-17 00:05:00",13.1,11.5,0.03,3,"GOES","Springdale"
"BN","2022-03-17 00:05:00",14.1,7,0.05,7,"GOES","Blue Grouse"
"FE","2022-03-17 00:05:00",12.4,1.1,0.37,2,"GOES","Fish Creek"
"CW","2022-03-17 00:05:00",12.5,0.8,0.22,100,"GOES","Coxit"
"CE","2022-03-17 00:05:00",12.5,2.6,1.19,4,"GOES","Coxit"
"SS","2022-03-17 12:05:00",12.6,-1.1,0.05,1,"GOES","Springdale"
"SN","2022-03-17 12:05:00",12.9,-2.7,0.03,3,"GOES","Springdale"
"BN","2022-03-17 12:05:00",12.9,-3.5,0.06,7,"GOES","Blue Grouse"
"TW","2022-03-17 12:05:00",12.7,-1.9,0.28,1,"GOES","Tripps Knob"
"FE","2022-03-17 12:05:00",12.4,-2,0.36,2,"GOES","Fish Creek"
"CW","2022-03-17 12:05:00",12.4,-2.7,0.08,100,"GOES","Coxit"
"CE","2022-03-17 12:05:00",12.5,-3.1,1.12,4,"GOES","Coxit"
"SS","2022-03-18 00:05:00",12.7,11.5,0.04,1,"GOES","Springdale"
"SN","2022-03-18 00:05:00",13.1,11.3,0.03,3,"GOES","Springdale"
"BN","2022-03-18 00:05:00",14.2,8.6,0.05,7,"GOES","Blue Grouse"
"BS","2022-03-18 00:05:00",12.9,2.6,0.06,100,"GOES","Blue Grouse"
"TW","2022-03-18 00:05:00",12.6,0.8,0.27,1,"GOES","Tripps Knob"
"FE","2022-03-18 00:05:00",12.4,1.3,0.35,2,"GOES","Fish Creek"
"CW","2022-03-18 00:05:00",12.5,1.1,0.22,100,"GOES","Coxit"
"CE","2022-03-18 00:05:00",12.6,1.1,1.23,4,"GOES","Coxit"
"SS","2022-03-18 12:05:00",12.6,0.4,0.04,1,"GOES","Springdale"
"SN","2022-03-18 12:05:00",12.9,0.1,0.02,3,"GOES","Springdale"
"BN","2022-03-18 12:05:00",12.9,-1.3,0.05,7,"GOES","Blue Grouse"
"BS","2022-03-18 12:05:00",12.8,0,0.06,100,"GOES","Blue Grouse"
"FE","2022-03-18 12:05:00",12.4,-0.1,0.35,2,"GOES","Fish Creek"
"CW","2022-03-18 12:05:00",12.5,-1.7,-0.02,100,"GOES","Coxit"
"CE","2022-03-18 12:05:00",12.5,-2.2,0.9,4,"GOES","Coxit"
"SS","2022-03-19 00:05:00",12.7,11.2,0.04,1,"GOES","Springdale"
"SN","2022-03-19 00:05:00",13.1,11,0.02,3,"GOES","Springdale"
"BN","2022-03-19 00:05:00",14.2,7.6,0.06,7,"GOES","Blue Grouse"
"BS","2022-03-19 00:05:00",12.9,2.6,0.05,100,"GOES","Blue Grouse"
"FE","2022-03-19 00:05:00",12.4,0.4,0.35,2,"GOES","Fish Creek"
"CW","2022-03-19 00:05:00",12.5,1.6,0.17,100,"GOES","Coxit"
"CE","2022-03-19 00:05:00",12.5,1.9,1.13,4,"GOES","Coxit"
"SS","2022-03-19 12:05:00",12.6,0.9,0.04,1,"GOES","Springdale"
"SN","2022-03-19 12:05:00",12.9,-0.6,0.02,100,"GOES","Springdale"
"BN","2022-03-19 12:05:00",13,-0.2,0.05,7,"GOES","Blue Grouse"
"BS","2022-03-19 12:05:00",12.8,0.7,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-19 12:05:00",12.6,-1.2,0.25,1,"GOES","Tripps Knob"
"FE","2022-03-19 12:05:00",12.4,-1,0.34,2,"GOES","Fish Creek"
"CW","2022-03-19 12:05:00",12.5,-0.8,-0.01,100,"GOES","Coxit"
"CE","2022-03-19 12:05:00",12.5,-1.2,1.14,4,"GOES","Coxit"
"SS","2022-03-20 00:05:00",12.7,6.7,0.04,1,"GOES","Springdale"
"SN","2022-03-20 00:05:00",13.1,6.1,0.01,100,"GOES","Springdale"
"BN","2022-03-20 00:05:00",13.7,2.9,0.06,7,"GOES","Blue Grouse"
"BS","2022-03-20 00:05:00",12.8,1.5,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-20 00:05:00",12.6,0.4,0.26,1,"GOES","Tripps Knob"
"FE","2022-03-20 00:05:00",12.4,0.4,0.34,2,"GOES","Fish Creek"
"CW","2022-03-20 00:05:00",12.5,-0.1,0.17,100,"GOES","Coxit"
"CE","2022-03-20 00:05:00",12.5,1.1,1.04,4,"GOES","Coxit"
"SS","2022-03-20 12:05:00",12.6,-2.3,0.05,1,"GOES","Springdale"
"SN","2022-03-20 12:05:00",12.9,-3.5,0.01,100,"GOES","Springdale"
"BN","2022-03-20 12:05:00",13,-4.7,0.06,7,"GOES","Blue Grouse"
"TW","2022-03-20 12:05:00",12.6,-1.9,0.25,1,"GOES","Tripps Knob"
"FE","2022-03-20 12:05:00",12.4,-2.5,0.33,2,"GOES","Fish Creek"
"CW","2022-03-20 12:05:00",12.4,-7.1,-0.06,100,"GOES","Coxit"
"CE","2022-03-20 12:05:00",12.5,-7.3,1.11,4,"GOES","Coxit"
"SS","2022-03-21 00:05:00",12.8,9.5,0.04,1,"GOES","Springdale"
"SN","2022-03-21 00:05:00",13.2,8.5,0.01,100,"GOES","Springdale"
"BN","2022-03-21 00:05:00",13.9,5.1,0.05,7,"GOES","Blue Grouse"
"BS","2022-03-21 00:05:00",12.9,1.4,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-21 00:05:00",12.6,0.2,0.23,1,"GOES","Tripps Knob"
"CW","2022-03-21 00:05:00",12.5,-0.5,-0.01,100,"GOES","Coxit"
"CE","2022-03-21 00:05:00",12.5,-0.5,0.84,4,"GOES","Coxit"
"SS","2022-03-21 12:05:00",12.7,1.3,0.04,1,"GOES","Springdale"
"SN","2022-03-21 12:05:00",12.9,1.1,0.01,100,"GOES","Springdale"
"BN","2022-03-21 12:05:00",13,-1.1,0.06,7,"GOES","Blue Grouse"
"BS","2022-03-21 12:05:00",12.8,-0.2,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-21 12:05:00",12.6,-0.6,0.21,1,"GOES","Tripps Knob"
"FE","2022-03-21 12:05:00",12.4,-1.1,0.31,2,"GOES","Fish Creek"
"CW","2022-03-21 12:05:00",12.4,-3.4,-0.01,100,"GOES","Coxit"
"CE","2022-03-21 12:05:00",12.5,-3.8,0.82,4,"GOES","Coxit"
"SS","2022-03-22 00:05:00",12.7,5.5,0.04,1,"GOES","Springdale"
"SN","2022-03-22 00:05:00",13.2,4.7,0.01,100,"GOES","Springdale"
"BN","2022-03-22 00:05:00",13.8,4.4,0.06,7,"GOES","Blue Grouse"
"BS","2022-03-22 00:05:00",12.8,1.2,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-22 00:05:00",12.6,0.2,0.23,1,"GOES","Tripps Knob"
"FE","2022-03-22 00:05:00",12.4,-0.6,0.31,2,"GOES","Fish Creek"
"CW","2022-03-22 00:05:00",12.5,1.3,0.13,100,"GOES","Coxit"
"CE","2022-03-22 00:05:00",12.6,1.4,1.15,4,"GOES","Coxit"
"SS","2022-03-22 12:05:00",12.6,2.6,0.04,1,"GOES","Springdale"
"SN","2022-03-22 12:05:00",12.9,2.3,0.01,100,"GOES","Springdale"
"BN","2022-03-22 12:05:00",13,-0.1,0.06,7,"GOES","Blue Grouse"
"BS","2022-03-22 12:05:00",12.8,0.3,0.04,100,"GOES","Blue Grouse"
"TW","2022-03-22 12:05:00",12.6,-0.5,0.22,1,"GOES","Tripps Knob"
"FE","2022-03-24 00:05:00",12.4,1.1,0.32,2,"GOES","Fish Creek"
"CW","2022-03-24 00:05:00",12.5,1.8,0.05,100,"GOES","Coxit"
"CE","2022-03-24 00:05:00",12.5,1.4,0.69,4,"GOES","Coxit"
"SS","2022-03-24 12:05:00",12.6,2.6,0.04,1,"GOES","Springdale"
"SN","2022-03-24 12:05:00",12.9,1.6,0.02,100,"GOES","Springdale"
"BN","2022-03-24 12:05:00",13,0.1,0.07,7,"GOES","Blue Grouse"
"BS","2022-03-24 12:05:00",12.8,1,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-24 12:05:00",12.6,0.2,0.31,2,"GOES","Tripps Knob"
"FE","2022-03-25 00:05:00",12.4,0.8,0.38,2,"GOES","Fish Creek"
"CW","2022-03-25 00:05:00",12.5,1.8,0.04,100,"GOES","Coxit"
"CE","2022-03-25 00:05:00",12.6,2.4,0.05,4,"GOES","Coxit"
"SS","2022-03-25 12:05:00",12.6,-0.5,0.04,1,"GOES","Springdale"
"SN","2022-03-25 12:05:00",12.9,-1.1,0.04,100,"GOES","Springdale"
"BN","2022-03-25 12:05:00",13,-0.2,0.07,7,"GOES","Blue Grouse"
"BS","2022-03-25 12:05:00",12.8,0.5,0.06,100,"GOES","Blue Grouse"
"TW","2022-03-25 12:05:00",12.6,-1.7,0.29,2,"GOES","Tripps Knob"
"FE","2022-03-26 00:05:00",12.4,1.6,0.41,2,"GOES","Fish Creek"
"CW","2022-03-26 00:05:00",12.5,3.7,0.03,100,"GOES","Coxit"
"CE","2022-03-26 00:05:00",12.6,4.3,0.05,4,"GOES","Coxit"
"SS","2022-03-26 12:05:00",12.7,1.6,0.04,1,"GOES","Springdale"
"SN","2022-03-26 12:05:00",13,-0.1,0.04,100,"GOES","Springdale"
"BN","2022-03-26 12:05:00",13,-0.2,0.08,7,"GOES","Blue Grouse"
"BS","2022-03-26 12:05:00",12.8,1,0.06,100,"GOES","Blue Grouse"
"TW","2022-03-26 12:05:00",12.6,-0.6,0.29,2,"GOES","Tripps Knob"
"FE","2022-03-27 00:05:00",12.4,1.8,0.41,2,"GOES","Fish Creek"
"CW","2022-03-27 00:05:00",12.5,4.3,0.05,100,"GOES","Coxit"
"CE","2022-03-27 00:05:00",12.6,4.7,0.06,4,"GOES","Coxit"
"SS","2022-03-27 12:05:00",12.7,4.7,0.04,1,"GOES","Springdale"
"SN","2022-03-27 12:05:00",13,4.4,0.04,100,"GOES","Springdale"
"BN","2022-03-27 12:05:00",13,2.2,0.1,7,"GOES","Blue Grouse"
"BS","2022-03-27 12:05:00",12.8,2.4,0.07,100,"GOES","Blue Grouse"
"TW","2022-03-27 12:05:00",12.6,-0.1,0.29,2,"GOES","Tripps Knob"
"CW","2022-03-27 12:05:00",12.5,0.8,0.05,100,"GOES","Coxit"
"CE","2022-03-27 12:05:00",12.5,0.2,0.06,4,"GOES","Coxit"
"SS","2022-03-28 00:05:00",12.8,20.3,0.03,1,"GOES","Springdale"
"SN","2022-03-28 00:05:00",13.2,19.8,0.04,100,"GOES","Springdale"
"BN","2022-03-28 00:05:00",13.9,11.5,0.11,7,"GOES","Blue Grouse"
"BS","2022-03-28 00:05:00",12.8,6.5,0.08,100,"GOES","Blue Grouse"
"TW","2022-03-28 00:05:00",12.6,1.8,0.3,2,"GOES","Tripps Knob"
"CW","2022-03-28 00:05:00",12.5,4.5,0.06,100,"GOES","Coxit"
"CE","2022-03-28 00:05:00",12.6,5.9,0.09,4,"GOES","Coxit"
"SS","2022-03-28 12:05:00",12.7,4.9,0.04,1,"GOES","Springdale"
"SN","2022-03-28 12:05:00",13,2.3,0.04,100,"GOES","Springdale"
"BN","2022-03-28 12:05:00",12.9,-0.1,0.12,7,"GOES","Blue Grouse"
"BS","2022-03-28 12:05:00",12.8,1.7,0.09,100,"GOES","Blue Grouse"
"TW","2022-03-28 12:05:00",12.6,-0.1,0.32,2,"GOES","Tripps Knob"
"FE","2022-03-28 12:05:00",12.4,-0.1,0.45,2,"GOES","Fish Creek"
"CW","2022-03-28 12:05:00",12.5,0.9,0.07,100,"GOES","Coxit"
"CE","2022-03-28 12:05:00",12.5,0.5,0.08,4,"GOES","Coxit"
"SS","2022-03-29 00:05:00",12.8,24.4,0.04,1,"GOES","Springdale"
"SN","2022-03-29 00:05:00",13.2,21.5,0.04,100,"GOES","Springdale"
"BN","2022-03-29 00:05:00",14,11.4,0.12,7,"GOES","Blue Grouse"
"BS","2022-03-29 00:05:00",12.8,7.2,0.1,100,"GOES","Blue Grouse"
"TW","2022-03-29 00:05:00",12.6,2.7,0.33,2,"GOES","Tripps Knob"
"FE","2022-03-29 00:05:00",12.4,3,0.48,2,"GOES","Fish Creek"
"CW","2022-03-29 00:05:00",12.5,3.6,0.07,100,"GOES","Coxit"
"CE","2022-03-29 00:05:00",12.5,3.3,0.09,4,"GOES","Coxit"
"SS","2022-03-29 12:05:00",12.7,7.1,0.04,1,"GOES","Springdale"
"SN","2022-03-29 12:05:00",13,6.8,0.04,100,"GOES","Springdale"
"BN","2022-03-29 12:05:00",12.9,0.1,0.14,7,"GOES","Blue Grouse"
"BS","2022-03-29 12:05:00",12.8,1.9,0.1,100,"GOES","Blue Grouse"
"TW","2022-03-29 12:05:00",12.6,-0.5,0.35,2,"GOES","Tripps Knob"
"CW","2022-03-31 00:05:00",12.5,4.1,0.07,100,"GOES","Coxit"
"CE","2022-03-31 00:05:00",12.6,4.7,0.09,4,"GOES","Coxit"
"SS","2022-03-31 12:05:00",12.7,0.2,0.04,1,"GOES","Springdale"
"SN","2022-03-31 12:05:00",13,-1.8,0.04,100,"GOES","Springdale"
"BN","2022-03-31 12:05:00",12.9,-2.8,0.13,7,"GOES","Blue Grouse"
"BS","2022-03-31 12:05:00",12.8,-0.4,0.08,100,"GOES","Blue Grouse"
"TW","2022-03-31 12:05:00",12.6,-1.2,0.33,2,"GOES","Tripps Knob"
"CW","2022-03-31 12:05:00",12.4,-2.2,0.07,100,"GOES","Coxit"
"CE","2022-03-31 12:05:00",12.5,-2.4,0.07,4,"GOES","Coxit"
"SS","2022-04-01 00:05:00",12.9,12.9,0.04,1,"GOES","Springdale"
"SN","2022-04-01 00:05:00",13.3,11.5,0.04,100,"GOES","Springdale"
"BN","2022-04-01 00:05:00",13.7,9.1,0.11,7,"GOES","Blue Grouse"
"BS","2022-04-01 00:05:00",12.8,5.7,0.07,100,"GOES","Blue Grouse"
"TW","2022-04-01 00:05:00",12.6,1.8,0.32,2,"GOES","Tripps Knob"
"CW","2022-04-01 00:05:00",12.5,2.9,0.07,100,"GOES","Coxit"
"CE","2022-04-01 00:05:00",12.6,3.3,0.07,4,"GOES","Coxit"
"SS","2022-04-01 12:05:00",12.8,-1.7,0.04,1,"GOES","Springdale"
"SN","2022-04-01 12:05:00",13,-3.9,0.04,100,"GOES","Springdale"
"BN","2022-04-01 12:05:00",12.9,-3.5,0.11,7,"GOES","Blue Grouse"
"BS","2022-04-01 12:05:00",12.8,-1.1,0.07,100,"GOES","Blue Grouse"
"TW","2022-04-01 12:05:00",12.6,-1.2,0.32,2,"GOES","Tripps Knob"
"CW","2022-04-01 12:05:00",12.4,-3.1,0.07,100,"GOES","Coxit"
"CE","2022-04-01 12:05:00",12.5,-3.4,0.07,4,"GOES","Coxit"
"SS","2022-04-02 00:05:00",12.9,17.7,0.04,1,"GOES","Springdale"
"SN","2022-04-02 00:05:00",14,14.6,0.04,100,"GOES","Springdale"
"BN","2022-04-02 00:05:00",13.7,9.6,0.09,7,"GOES","Blue Grouse"
"BS","2022-04-02 00:05:00",12.8,5.5,0.06,100,"GOES","Blue Grouse"
"TW","2022-04-02 00:05:00",12.6,1.6,0.29,2,"GOES","Tripps Knob"
"FE","2022-04-02 00:05:00",12.4,1.9,0.45,2,"GOES","Fish Creek"
"CW","2022-04-02 00:05:00",12.5,3,0.06,100,"GOES","Coxit"
"CE","2022-04-02 00:05:00",12.6,3.6,0.08,4,"GOES","Coxit"
"SS","2022-04-02 12:05:00",12.8,3.3,0.04,1,"GOES","Springdale"
"SN","2022-04-02 12:05:00",13,2.5,0,100,"GOES","Springdale"
"BN","2022-04-02 12:05:00",12.9,0.1,0.1,7,"GOES","Blue Grouse"
"BS","2022-04-02 12:05:00",12.8,1.2,0.06,100,"GOES","Blue Grouse"
"TW","2022-04-02 12:05:00",12.6,-0.1,0.3,2,"GOES","Tripps Knob"
"FE","2022-04-03 00:05:00",12.4,0.4,0.41,2,"GOES","Fish Creek"
"CW","2022-04-03 00:05:00",12.5,2.9,0.06,100,"GOES","Coxit"
"CE","2022-04-03 00:05:00",12.6,3.6,0.08,4,"GOES","Coxit"
"SS","2022-04-03 12:05:00",12.8,-1,0.04,1,"GOES","Springdale"
"SN","2022-04-03 12:05:00",13,-2.7,0.04,100,"GOES","Springdale"
"BN","2022-04-03 12:05:00",13,-3,0.08,7,"GOES","Blue Grouse"
"BS","2022-04-03 12:05:00",12.8,-0.9,0.06,100,"GOES","Blue Grouse"
"TW","2022-04-03 12:05:00",12.5,-1.7,0.27,2,"GOES","Tripps Knob"
"CW","2022-04-03 12:05:00",12.4,-1.5,0.06,100,"GOES","Coxit"
"CE","2022-04-03 12:05:00",12.5,-2.1,0.08,4,"GOES","Coxit"
"SS","2022-04-04 00:05:00",12.9,15.3,0.03,1,"GOES","Springdale"
"SN","2022-04-04 00:05:00",13.8,15.1,0.04,100,"GOES","Springdale"
"BN","2022-04-04 00:05:00",13.9,7.6,0.07,7,"GOES","Blue Grouse"
"BS","2022-04-04 00:05:00",12.8,4.5,0.05,100,"GOES","Blue Grouse"
"TW","2022-04-04 00:05:00",12.6,1.6,0.27,2,"GOES","Tripps Knob"
"FE","2022-04-04 00:05:00",12.4,1.6,0.41,2,"GOES","Fish Creek"
"CW","2022-04-04 00:05:00",12.5,3,0.06,100,"GOES","Coxit"
"CE","2022-04-04 00:05:00",12.6,3.1,0.07,4,"GOES","Coxit"
"SS","2022-04-04 12:05:00",12.8,4.2,0.04,1,"GOES","Springdale"
"SN","2022-04-04 12:05:00",13,4,0,100,"GOES","Springdale"
"BN","2022-04-04 12:05:00",13,1.2,0.1,7,"GOES","Blue Grouse"
"BS","2022-04-04 12:05:00",12.8,2,0.06,100,"GOES","Blue Grouse"
"TW","2022-04-04 12:05:00",12.5,0.2,0.34,2,"GOES","Tripps Knob"
"FE","2022-04-04 12:05:00",12.4,-0.3,0.43,2,"GOES","Fish Creek"
"CW","2022-04-04 12:05:00",12.4,-0.3,0.06,100,"GOES","Coxit"
"CE","2022-04-04 12:05:00",12.5,-0.7,0.08,4,"GOES","Coxit"
"SN","2022-04-05 00:05:00",13.7,13.9,0.05,100,"GOES","Springdale"
"BN","2022-04-05 00:05:00",14.4,6.3,0.1,7,"GOES","Blue Grouse"
"BS","2022-04-05 00:05:00",12.8,4.5,0.07,100,"GOES","Blue Grouse"
"TW","2022-04-05 00:05:00",12.5,1.5,0.41,6,"GOES","Tripps Knob"
"FE","2022-04-05 00:05:00",12.4,1.9,0.47,2,"GOES","Fish Creek"
"CW","2022-04-05 00:05:00",12.5,-0.1,0.06,100,"GOES","Coxit"
"CE","2022-04-05 00:05:00",12.6,-0.3,0.08,4,"GOES","Coxit"
