"stationID","datetimeUTC","voltage_V","h2Temp_C","stage_ft","LSU","telem_source","basinPair"
"BS","2022-05-19 12:05:00",12.6,3.3,0.02,100,"GOES","Blue Grouse"
"TW","2022-05-19 12:05:00",12.3,1.6,0.16,2,"GOES","Tripps Knob"
"FE","2022-05-19 12:05:00",12.3,1.4,0.39,20,"GOES","Fish Creek"
"CW","2022-05-19 12:05:00",12.4,-0.8,0.15,2,"GOES","Coxit"
"CE","2022-05-19 12:05:00",12.5,-0.7,0.29,5,"GOES","Coxit"
"SN","2022-05-20 00:05:00",13.8,14.1,0.03,100,"GOES","Springdale"
"BN","2022-05-20 00:05:00",13.6,13.6,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-20 00:05:00",12.7,10,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-20 00:05:00",12.3,6.3,0.15,2,"GOES","Tripps Knob"
"FE","2022-05-20 00:05:00",12.4,6,0.39,20,"GOES","Fish Creek"
"CW","2022-05-20 00:05:00",12.4,4.8,0.15,2,"GOES","Coxit"
"CE","2022-05-20 00:05:00",12.6,5,0.27,5,"GOES","Coxit"
"SS","2022-05-20 12:05:00",12.9,3.3,0.03,8,"GOES","Springdale"
"SN","2022-05-20 12:05:00",13,0.6,0.04,100,"GOES","Springdale"
"BN","2022-05-20 12:05:00",13,1.2,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-20 12:05:00",12.6,3.1,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-20 12:05:00",12.3,0.9,0.15,2,"GOES","Tripps Knob"
"FE","2022-05-20 12:05:00",12.3,0.4,0.38,20,"GOES","Fish Creek"
"CW","2022-05-20 12:05:00",12.4,0.6,0.14,2,"GOES","Coxit"
"CE","2022-05-20 12:05:00",12.5,0.2,0.27,5,"GOES","Coxit"
"SS","2022-05-21 00:05:00",13.3,13.2,0.03,9,"GOES","Springdale"
"SN","2022-05-21 00:05:00",14.1,13.4,0.03,100,"GOES","Springdale"
"BN","2022-05-21 00:05:00",13.8,10,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-21 00:05:00",12.7,7.4,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-21 00:05:00",12.3,8.1,0.15,2,"GOES","Tripps Knob"
"FE","2022-05-21 00:05:00",12.4,6.7,0.38,20,"GOES","Fish Creek"
"CW","2022-05-21 00:05:00",12.4,2.2,0.14,2,"GOES","Coxit"
"CE","2022-05-21 00:05:00",12.5,2.3,0.27,5,"GOES","Coxit"
"SS","2022-05-21 12:05:00",13,5.7,0.03,9,"GOES","Springdale"
"SN","2022-05-21 12:05:00",13,5.8,0.01,100,"GOES","Springdale"
"BN","2022-05-21 12:05:00",12.9,3.6,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-21 12:05:00",12.6,4.5,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-21 12:05:00",12.3,2.5,0.16,2,"GOES","Tripps Knob"
"FE","2022-05-21 12:05:00",12.3,1.6,0.38,20,"GOES","Fish Creek"
"CW","2022-05-21 12:05:00",12.4,0.1,0.14,2,"GOES","Coxit"
"CE","2022-05-21 12:05:00",12.5,-0.2,0.27,5,"GOES","Coxit"
"SN","2022-05-22 00:05:00",13.6,15.8,0,100,"GOES","Springdale"
"BN","2022-05-22 00:05:00",13.7,12.9,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-22 00:05:00",12.7,10.3,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-22 00:05:00",12.3,6.2,0.15,2,"GOES","Tripps Knob"
"FE","2022-05-22 00:05:00",12.3,5.7,0.37,20,"GOES","Fish Creek"
"CW","2022-05-22 00:05:00",12.4,3.2,0.15,2,"GOES","Coxit"
"CE","2022-05-22 00:05:00",12.5,3.6,0.28,5,"GOES","Coxit"
"SS","2022-05-22 12:05:00",12.9,2.5,0.02,2,"GOES","Springdale"
"SN","2022-05-22 12:05:00",13,0.4,0,100,"GOES","Springdale"
"BN","2022-05-22 12:05:00",12.8,-0.2,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-22 12:05:00",12.6,2.4,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-22 12:05:00",12.3,1.5,0.15,2,"GOES","Tripps Knob"
"CW","2022-05-22 12:05:00",12.4,-0.3,0.15,2,"GOES","Coxit"
"CE","2022-05-22 12:05:00",12.5,-1,0.26,5,"GOES","Coxit"
"SS","2022-05-23 00:05:00",13.2,17.9,0.02,2,"GOES","Springdale"
"SN","2022-05-23 00:05:00",13.4,17.7,0,100,"GOES","Springdale"
"BN","2022-05-23 00:05:00",13.5,17.4,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-23 00:05:00",12.7,12.4,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-23 00:05:00",12.3,9.7,0.14,2,"GOES","Tripps Knob"
"FE","2022-05-23 00:05:00",12.3,9.3,0.36,20,"GOES","Fish Creek"
"CW","2022-05-23 00:05:00",12.4,8.5,0.15,2,"GOES","Coxit"
"CE","2022-05-23 00:05:00",12.6,9.5,0.27,5,"GOES","Coxit"
"SS","2022-05-23 12:05:00",12.9,5.9,0.03,4,"GOES","Springdale"
"SN","2022-05-23 12:05:00",12.9,2,0,100,"GOES","Springdale"
"BN","2022-05-23 12:05:00",12.8,1.9,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-23 12:05:00",12.6,3.9,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-23 12:05:00",12.3,3,0.14,2,"GOES","Tripps Knob"
"FE","2022-05-23 12:05:00",12.3,2.8,0.35,20,"GOES","Fish Creek"
"CW","2022-05-23 12:05:00",12.4,1.6,0.15,2,"GOES","Coxit"
"CE","2022-05-23 12:05:00",12.5,1.1,0.26,5,"GOES","Coxit"
"SS","2022-05-24 00:05:00",13.4,15.5,0.02,4,"GOES","Springdale"
"SN","2022-05-24 00:05:00",13.5,17,-0.03,100,"GOES","Springdale"
"BN","2022-05-24 00:05:00",14.3,14.1,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-24 00:05:00",12.7,10.3,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-24 00:05:00",12.3,10.4,0.13,2,"GOES","Tripps Knob"
"FE","2022-05-24 00:05:00",12.3,8.4,0.36,20,"GOES","Fish Creek"
"CW","2022-05-24 00:05:00",12.4,7.8,0.15,2,"GOES","Coxit"
"CE","2022-05-24 00:05:00",12.5,7.8,0.25,5,"GOES","Coxit"
"SS","2022-05-24 12:05:00",13,5,0.03,4,"GOES","Springdale"
"SN","2022-05-24 12:05:00",13,4.7,-0.04,100,"GOES","Springdale"
"BN","2022-05-24 12:05:00",12.8,2.2,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-24 12:05:00",12.6,4.3,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-24 12:05:00",12.3,4.6,0.14,2,"GOES","Tripps Knob"
"FE","2022-05-24 12:05:00",12.3,3.7,0.34,20,"GOES","Fish Creek"
"CW","2022-05-24 12:05:00",12.4,0.8,0.15,2,"GOES","Coxit"
"CE","2022-05-24 12:05:00",12.5,0,0.26,5,"GOES","Coxit"
"SS","2022-05-25 00:05:00",13.4,17,0.02,5,"GOES","Springdale"
"SN","2022-05-25 00:05:00",13.5,18.4,0,100,"GOES","Springdale"
"BN","2022-05-25 00:05:00",13.7,18.5,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-25 00:05:00",12.7,12,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-25 00:05:00",12.3,10.5,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-25 00:05:00",12.3,9,0.34,20,"GOES","Fish Creek"
"CW","2022-05-25 00:05:00",12.4,8.7,0.15,2,"GOES","Coxit"
"CE","2022-05-25 00:05:00",12.6,8.3,0.27,5,"GOES","Coxit"
"SS","2022-05-25 12:05:00",13,8.5,0.02,5,"GOES","Springdale"
"SN","2022-05-25 12:05:00",13,8.2,-0.01,100,"GOES","Springdale"
"BN","2022-05-25 12:05:00",12.9,6.3,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-25 12:05:00",12.6,7,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-25 12:05:00",12.3,6,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-25 12:05:00",12.3,4.3,0.34,20,"GOES","Fish Creek"
"CW","2022-05-25 12:05:00",12.4,3,0.15,2,"GOES","Coxit"
"CE","2022-05-25 12:05:00",12.5,2.6,0.26,5,"GOES","Coxit"
"SS","2022-05-26 00:05:00",13.7,19.6,0.02,6,"GOES","Springdale"
"SN","2022-05-26 00:05:00",13.6,23.7,0,100,"GOES","Springdale"
"BN","2022-05-26 00:05:00",13.5,16.9,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-26 00:05:00",12.7,12.6,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-26 00:05:00",12.3,10.9,0.12,3,"GOES","Tripps Knob"
"FE","2022-05-26 00:05:00",12.3,9.8,0.33,20,"GOES","Fish Creek"
"CW","2022-05-26 00:05:00",12.4,11.8,0.16,2,"GOES","Coxit"
"CE","2022-05-26 00:05:00",12.6,12.8,0.27,5,"GOES","Coxit"
"SS","2022-05-26 12:05:00",13,9.1,0.02,6,"GOES","Springdale"
"SN","2022-05-26 12:05:00",13,7.5,0,100,"GOES","Springdale"
"BN","2022-05-26 12:05:00",12.9,6.9,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-26 12:05:00",12.6,8.3,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-26 12:05:00",12.3,5.8,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-26 12:05:00",12.3,5,0.33,20,"GOES","Fish Creek"
"CW","2022-05-26 12:05:00",12.4,2.9,0.16,2,"GOES","Coxit"
"CE","2022-05-26 12:05:00",12.5,2.3,0.27,5,"GOES","Coxit"
"SS","2022-05-27 00:05:00",13.2,23.2,0.02,6,"GOES","Springdale"
"SN","2022-05-27 00:05:00",13.7,25.3,0,100,"GOES","Springdale"
"BN","2022-05-27 00:05:00",13.4,24.3,0.02,14,"GOES","Blue Grouse"
"BS","2022-05-27 00:05:00",12.7,17.6,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-27 00:05:00",12.3,14.4,0.12,3,"GOES","Tripps Knob"
"FE","2022-05-27 00:05:00",12.4,13.9,0.32,20,"GOES","Fish Creek"
"CW","2022-05-27 00:05:00",12.4,13.6,0.15,2,"GOES","Coxit"
"CE","2022-05-27 00:05:00",12.6,14,0.27,5,"GOES","Coxit"
"SS","2022-05-27 12:05:00",13,11.4,0.03,6,"GOES","Springdale"
"SN","2022-05-27 12:05:00",13,11.3,-0.04,100,"GOES","Springdale"
"BN","2022-05-27 12:05:00",12.9,9.8,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-27 12:05:00",12.6,10.2,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-27 12:05:00",12.3,9,0.15,3,"GOES","Tripps Knob"
"FE","2022-05-27 12:05:00",12.3,7.9,0.34,20,"GOES","Fish Creek"
"CW","2022-05-27 12:05:00",12.4,5,0.16,2,"GOES","Coxit"
"CE","2022-05-27 12:05:00",12.5,4.2,0.27,5,"GOES","Coxit"
"SS","2022-05-28 00:05:00",13.3,16.3,0.02,6,"GOES","Springdale"
"SN","2022-05-28 00:05:00",14.2,17.9,-0.01,100,"GOES","Springdale"
"BN","2022-05-28 00:05:00",13.7,12.2,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-28 00:05:00",12.7,10.5,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-28 00:05:00",12.3,9.7,0.14,3,"GOES","Tripps Knob"
"FE","2022-05-28 00:05:00",12.3,8.6,0.34,20,"GOES","Fish Creek"
"CW","2022-05-28 00:05:00",12.4,9.4,0.16,2,"GOES","Coxit"
"CE","2022-05-28 00:05:00",12.6,9.4,0.27,5,"GOES","Coxit"
"SS","2022-05-28 12:05:00",13,7.1,0.02,6,"GOES","Springdale"
"SN","2022-05-28 12:05:00",13,6.8,0,100,"GOES","Springdale"
"BN","2022-05-28 12:05:00",12.9,5.5,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-28 12:05:00",12.6,6.2,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-28 12:05:00",12.3,6,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-28 12:05:00",12.3,5.4,0.33,20,"GOES","Fish Creek"
"CW","2022-05-28 12:05:00",12.4,0.9,0.16,2,"GOES","Coxit"
"CE","2022-05-28 12:05:00",12.5,-0.2,0.28,5,"GOES","Coxit"
"SS","2022-05-29 00:05:00",13.4,16.5,0.02,8,"GOES","Springdale"
"SN","2022-05-29 00:05:00",13.6,17.9,0,100,"GOES","Springdale"
"BN","2022-05-29 00:05:00",13.6,17.9,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-29 00:05:00",12.7,11.7,0.02,1,"GOES","Blue Grouse"
"TW","2022-05-29 00:05:00",12.3,8.1,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-29 00:05:00",12.3,7.8,0.32,20,"GOES","Fish Creek"
"CW","2022-05-29 00:05:00",12.4,8.3,0.15,2,"GOES","Coxit"
"CE","2022-05-29 00:05:00",12.6,8.1,0.27,5,"GOES","Coxit"
"SS","2022-05-29 12:05:00",13,8.1,0.02,14,"GOES","Springdale"
"SN","2022-05-29 12:05:00",13,7.2,0,100,"GOES","Springdale"
"BN","2022-05-29 12:05:00",12.9,5.8,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-29 12:05:00",12.6,6.9,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-29 12:05:00",12.3,5.3,0.12,3,"GOES","Tripps Knob"
"FE","2022-05-29 12:05:00",12.3,4.7,0.33,20,"GOES","Fish Creek"
"CW","2022-05-29 12:05:00",12.4,3.4,0.15,2,"GOES","Coxit"
"CE","2022-05-29 12:05:00",12.5,3,0.27,5,"GOES","Coxit"
"SS","2022-05-30 00:05:00",13.1,16,0.02,18,"GOES","Springdale"
"SN","2022-05-30 00:05:00",13.8,17.3,-0.03,100,"GOES","Springdale"
"BN","2022-05-30 00:05:00",13.5,18.1,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-30 00:05:00",12.7,13.1,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-30 00:05:00",12.3,8.8,0.12,3,"GOES","Tripps Knob"
"FE","2022-05-30 00:05:00",12.3,8.6,0.33,20,"GOES","Fish Creek"
"CW","2022-05-30 00:05:00",12.4,8,0.16,2,"GOES","Coxit"
"CE","2022-05-30 00:05:00",12.5,7.8,0.27,5,"GOES","Coxit"
"SS","2022-05-30 12:05:00",13,7.9,0.02,22,"GOES","Springdale"
"SN","2022-05-30 12:05:00",13,7.2,-0.03,100,"GOES","Springdale"
"BN","2022-05-30 12:05:00",12.9,7.6,0.03,14,"GOES","Blue Grouse"
"BS","2022-05-30 12:05:00",12.6,8.1,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-30 12:05:00",12.3,6.7,0.12,3,"GOES","Tripps Knob"
"FE","2022-05-30 12:05:00",12.3,5.7,0.33,20,"GOES","Fish Creek"
"CW","2022-05-30 12:05:00",12.4,3.4,0.16,2,"GOES","Coxit"
"CE","2022-05-30 12:05:00",12.5,3,0.26,5,"GOES","Coxit"
"SS","2022-05-31 00:05:00",13.3,16.7,0.02,24,"GOES","Springdale"
"SN","2022-05-31 00:05:00",13.8,19.2,0,100,"GOES","Springdale"
"BN","2022-05-31 00:05:00",13.5,18.6,0.02,14,"GOES","Blue Grouse"
"BS","2022-05-31 00:05:00",12.7,13.1,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-31 00:05:00",12.3,10.4,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-31 00:05:00",12.3,9.3,0.32,20,"GOES","Fish Creek"
"CW","2022-05-31 00:05:00",12.4,8.1,0.15,2,"GOES","Coxit"
"CE","2022-05-31 00:05:00",12.5,8.1,0.25,5,"GOES","Coxit"
"SS","2022-05-31 12:05:00",13,6.4,0.02,100,"GOES","Springdale"
"SN","2022-05-31 12:05:00",13,4.9,-0.04,100,"GOES","Springdale"
"BN","2022-05-31 12:05:00",12.9,5.5,0.04,14,"GOES","Blue Grouse"
"BS","2022-05-31 12:05:00",12.6,6.9,0.01,1,"GOES","Blue Grouse"
"TW","2022-05-31 12:05:00",12.3,4.8,0.13,3,"GOES","Tripps Knob"
"FE","2022-05-31 12:05:00",12.3,4.7,0.32,20,"GOES","Fish Creek"
"CW","2022-05-31 12:05:00",12.4,4.5,0.15,2,"GOES","Coxit"
"CE","2022-05-31 12:05:00",12.5,3.5,0.25,5,"GOES","Coxit"
"SS","2022-06-01 00:05:00",13.4,21.3,0.02,100,"GOES","Springdale"
"SN","2022-06-01 00:05:00",13.5,25.3,0,100,"GOES","Springdale"
"BN","2022-06-01 00:05:00",13.5,21.7,0.03,14,"GOES","Blue Grouse"
"BS","2022-06-01 00:05:00",12.7,16.5,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-01 00:05:00",12.3,11.9,0.11,3,"GOES","Tripps Knob"
"FE","2022-06-01 00:05:00",12.4,10.8,0.31,20,"GOES","Fish Creek"
"CW","2022-06-01 00:05:00",12.4,11.5,0.15,2,"GOES","Coxit"
"CE","2022-06-01 00:05:00",12.5,11.4,0.25,5,"GOES","Coxit"
"SS","2022-06-01 12:05:00",13,7.6,0.02,100,"GOES","Springdale"
"SN","2022-06-01 12:05:00",13,6.5,0,100,"GOES","Springdale"
"BN","2022-06-01 12:05:00",12.9,6.2,0.03,14,"GOES","Blue Grouse"
"BS","2022-06-01 12:05:00",12.6,7.6,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-01 12:05:00",12.3,6.9,0.11,3,"GOES","Tripps Knob"
"FE","2022-06-01 12:05:00",12.3,6.4,0.31,20,"GOES","Fish Creek"
"CW","2022-06-01 12:05:00",12.4,4.5,0.16,2,"GOES","Coxit"
"CE","2022-06-01 12:05:00",12.5,3.3,0.25,5,"GOES","Coxit"
"SS","2022-06-02 00:05:00",13.4,23.7,0.01,100,"GOES","Springdale"
"SN","2022-06-02 00:05:00",13.7,26,0,100,"GOES","Springdale"
"BN","2022-06-02 00:05:00",13.3,23.1,0.02,14,"GOES","Blue Grouse"
"BS","2022-06-02 00:05:00",12.7,18.9,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-02 00:05:00",12.3,13.8,0.11,3,"GOES","Tripps Knob"
"FE","2022-06-02 00:05:00",12.3,13.1,0.3,20,"GOES","Fish Creek"
"CW","2022-06-02 00:05:00",12.4,13.2,0.15,2,"GOES","Coxit"
"CE","2022-06-02 00:05:00",12.5,13.2,0.24,5,"GOES","Coxit"
"SS","2022-06-02 12:05:00",13,12.1,0.02,100,"GOES","Springdale"
"SN","2022-06-02 12:05:00",13,11.6,0,100,"GOES","Springdale"
"BN","2022-06-02 12:05:00",12.9,10.8,0.01,14,"GOES","Blue Grouse"
"BS","2022-06-02 12:05:00",12.6,11.7,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-02 12:05:00",12.3,9,0.11,3,"GOES","Tripps Knob"
"CW","2022-06-02 12:05:00",12.4,6.6,0.15,2,"GOES","Coxit"
"CE","2022-06-02 12:05:00",12.5,6.1,0.25,5,"GOES","Coxit"
"SS","2022-06-03 00:05:00",13.3,23.5,0.02,100,"GOES","Springdale"
"SN","2022-06-03 00:05:00",13.6,24.9,0,100,"GOES","Springdale"
"BN","2022-06-03 00:05:00",13.3,24.7,-0.01,14,"GOES","Blue Grouse"
"BS","2022-06-03 00:05:00",12.7,20.8,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-03 00:05:00",12.3,16.8,0.1,3,"GOES","Tripps Knob"
"FE","2022-06-03 00:05:00",12.4,15.8,0.29,20,"GOES","Fish Creek"
"CW","2022-06-03 00:05:00",12.4,12.3,0.15,2,"GOES","Coxit"
"CE","2022-06-03 00:05:00",12.6,12,0.24,5,"GOES","Coxit"
"SS","2022-06-03 12:05:00",13,12.9,0.02,100,"GOES","Springdale"
"SN","2022-06-03 12:05:00",13,12.8,-0.03,100,"GOES","Springdale"
"BN","2022-06-03 12:05:00",12.9,11.5,0.02,14,"GOES","Blue Grouse"
"BS","2022-06-03 12:05:00",12.6,12,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-03 12:05:00",12.3,11,0.16,3,"GOES","Tripps Knob"
"FE","2022-06-03 12:05:00",12.3,10.3,0.32,20,"GOES","Fish Creek"
"CW","2022-06-03 12:05:00",12.4,6.9,0.18,2,"GOES","Coxit"
"CE","2022-06-03 12:05:00",12.5,6.4,0.28,5,"GOES","Coxit"
"SS","2022-06-04 00:05:00",13,16.3,0.02,7,"GOES","Springdale"
"SN","2022-06-04 00:05:00",13.3,16.5,-0.04,100,"GOES","Springdale"
"BN","2022-06-04 00:05:00",13.1,14.5,0.03,1,"GOES","Blue Grouse"
"BS","2022-06-04 00:05:00",12.6,12.9,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-04 00:05:00",12.3,11.7,0.23,3,"GOES","Tripps Knob"
"FE","2022-06-04 00:05:00",12.3,12.5,0.33,20,"GOES","Fish Creek"
"CW","2022-06-04 00:05:00",12.4,9.4,0.18,2,"GOES","Coxit"
"CE","2022-06-04 00:05:00",12.5,9,0.29,5,"GOES","Coxit"
"SS","2022-06-04 12:05:00",13,10.7,0.02,8,"GOES","Springdale"
"SN","2022-06-04 12:05:00",13,10.6,-0.04,100,"GOES","Springdale"
"BN","2022-06-04 12:05:00",12.9,10.2,0.03,4,"GOES","Blue Grouse"
"BS","2022-06-04 12:05:00",12.6,10.5,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-04 12:05:00",12.3,9.5,0.15,2,"GOES","Tripps Knob"
"FE","2022-06-04 12:05:00",12.3,8.6,0.3,20,"GOES","Fish Creek"
"CW","2022-06-04 12:05:00",12.4,6,0.18,2,"GOES","Coxit"
"CE","2022-06-04 12:05:00",12.5,5.4,0.29,5,"GOES","Coxit"
"SS","2022-06-05 00:05:00",13.2,12.9,0.02,8,"GOES","Springdale"
"SN","2022-06-05 00:05:00",13.6,13,-0.03,100,"GOES","Springdale"
"BN","2022-06-05 00:05:00",13.6,12.7,0.03,7,"GOES","Blue Grouse"
"BS","2022-06-05 00:05:00",12.6,10.7,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-05 00:05:00",12.3,9.7,0.17,2,"GOES","Tripps Knob"
"FE","2022-06-05 00:05:00",12.3,8.8,0.31,20,"GOES","Fish Creek"
"CW","2022-06-05 00:05:00",12.4,8,0.19,3,"GOES","Coxit"
"CE","2022-06-05 00:05:00",12.5,7.5,0.31,5,"GOES","Coxit"
"SS","2022-06-05 12:05:00",12.9,8.5,0.02,12,"GOES","Springdale"
"SN","2022-06-05 12:05:00",13,7.7,-0.04,100,"GOES","Springdale"
"BS","2022-06-05 12:05:00",12.6,8.8,0.01,1,"GOES","Blue Grouse"
"TW","2022-06-05 12:05:00",12.2,7,0.15,2,"GOES","Tripps Knob"
"FE","2022-06-05 12:05:00",12.3,7.1,0.3,20,"GOES","Fish Creek"
"CW","2022-06-05 12:05:00",12.4,6.4,0.2,3,"GOES","Coxit"
"CE","2022-06-05 12:05:00",12.5,5.7,0.31,5,"GOES","Coxit"
"SS","2022-06-06 00:05:00",13.2,17.4,0.02,13,"GOES","Springdale"
"SN","2022-06-06 00:05:00",13.3,20.6,-0.04,100,"GOES","Springdale"
"BN","2022-06-06 00:05:00",13.8,17.2,0.04,13,"GOES","Blue Grouse"
"BS","2022-06-06 00:05:00",12.6,13.6,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-06 00:05:00",12.3,11.2,0.16,2,"GOES","Tripps Knob"
"FE","2022-06-06 00:05:00",12.3,10.5,0.32,20,"GOES","Fish Creek"
"CW","2022-06-06 00:05:00",12.4,7.1,0.25,1,"GOES","Coxit"
"CE","2022-06-06 00:05:00",12.5,6.6,0.39,6,"GOES","Coxit"
"SS","2022-06-06 12:05:00",13,8.8,0.02,14,"GOES","Springdale"
"SN","2022-06-06 12:05:00",13,8,-0.04,100,"GOES","Springdale"
"BN","2022-06-06 12:05:00",13,8.2,0.04,13,"GOES","Blue Grouse"
"BS","2022-06-06 12:05:00",12.6,9.1,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-06 12:05:00",12.2,8.1,0.14,2,"GOES","Tripps Knob"
"CW","2022-06-06 12:05:00",12.4,3.2,0.25,1,"GOES","Coxit"
"CE","2022-06-06 12:05:00",12.5,2.3,0.38,6,"GOES","Coxit"
"SN","2022-06-07 00:05:00",13.4,25.1,-0.01,100,"GOES","Springdale"
"BS","2022-06-07 00:05:00",12.6,13.4,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-07 00:05:00",12.2,10.9,0.13,2,"GOES","Tripps Knob"
"FE","2022-06-07 00:05:00",12.3,10.1,0.3,20,"GOES","Fish Creek"
"CW","2022-06-07 00:05:00",12.4,8.8,0.23,1,"GOES","Coxit"
"CE","2022-06-07 00:05:00",12.5,8.3,0.36,6,"GOES","Coxit"
"SS","2022-06-07 12:05:00",13,7.1,0.02,18,"GOES","Springdale"
"SN","2022-06-07 12:05:00",13,5.3,0,100,"GOES","Springdale"
"BN","2022-06-07 12:05:00",12.9,4.6,0.05,13,"GOES","Blue Grouse"
"BS","2022-06-07 12:05:00",12.6,6.4,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-07 12:05:00",12.2,4.9,0.13,2,"GOES","Tripps Knob"
"FE","2022-06-07 12:05:00",12.3,5.4,0.3,20,"GOES","Fish Creek"
"CW","2022-06-07 12:05:00",12.4,3,0.23,1,"GOES","Coxit"
"CE","2022-06-07 12:05:00",12.5,1.9,0.36,6,"GOES","Coxit"
"SS","2022-06-08 00:05:00",13.2,23.5,0.02,20,"GOES","Springdale"
"SN","2022-06-08 00:05:00",13.3,28.6,-0.01,100,"GOES","Springdale"
"BN","2022-06-08 00:05:00",13.6,21,0.03,13,"GOES","Blue Grouse"
"BS","2022-06-08 00:05:00",12.7,17.2,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-08 00:05:00",12.2,11.9,0.12,2,"GOES","Tripps Knob"
"FE","2022-06-08 00:05:00",12.3,12.5,0.29,100,"GOES","Fish Creek"
"CW","2022-06-08 00:05:00",12.4,12.3,0.21,1,"GOES","Coxit"
"CE","2022-06-08 00:05:00",12.6,13.3,0.35,6,"GOES","Coxit"
"SS","2022-06-08 12:05:00",13,11.9,0.02,21,"GOES","Springdale"
"SN","2022-06-08 12:05:00",13,11.6,-0.03,100,"GOES","Springdale"
"BN","2022-06-08 12:05:00",12.9,10.7,0.05,13,"GOES","Blue Grouse"
"BS","2022-06-08 12:05:00",12.6,11.5,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-08 12:05:00",12.2,9.1,0.11,2,"GOES","Tripps Knob"
"FE","2022-06-08 12:05:00",12.3,8.8,0.29,100,"GOES","Fish Creek"
"CW","2022-06-08 12:05:00",12.4,6.9,0.2,1,"GOES","Coxit"
"CE","2022-06-08 12:05:00",12.5,6.4,0.34,6,"GOES","Coxit"
"SS","2022-06-09 00:05:00",13.3,23,0.02,23,"GOES","Springdale"
"SN","2022-06-09 00:05:00",13.5,26.5,-0.01,100,"GOES","Springdale"
"BN","2022-06-09 00:05:00",13.4,22.8,0.04,13,"GOES","Blue Grouse"
"BS","2022-06-09 00:05:00",12.6,17.9,0.02,1,"GOES","Blue Grouse"
"TW","2022-06-09 00:05:00",12.2,14.5,0.11,2,"GOES","Tripps Knob"
"CW","2022-06-09 00:05:00",12.4,13.9,0.19,1,"GOES","Coxit"
"CE","2022-06-09 00:05:00",12.6,14.6,0.32,6,"GOES","Coxit"
"SS","2022-06-09 12:05:00",13,9.5,0.02,24,"GOES","Springdale"
